Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-01-14|11:25:23|**MEDVEDEV SAYS EUROPE WOULD GIVE UP GREENLAND**  Russian Security Council Deputy Chairman Dmitry Medvedev claimed European leaders would not resist a Greenland annexation threatened by US President Trump. He mocked Europe’s response as weak  saying they would “give up Greenland.” His remarks came as US  Danish  and Greenlandic officials met at the White House  including Vice President JD Vance.|75|||Dmitry Medvedev,Trump,JD Vance||Russia,US,Denmark,Greenland|Greenland annexation|||||||European leaders response||||Dmitry Medvedev criticized European leaders for their perceived lack of resistance against a potential US-led annexation of Greenland, mocking their response as weak. His comments were made during a meeting involving US, Danish, and Greenlandic officials, including Vice President JD Vance.|1.0|The sentiment is bearish due to the negative depiction of Europe’s political stance and the heightened geopolitical tensions surrounding the topic of annexation.|
2026-01-14|11:25:24|META LAYS OFF 1 500 PEOPLE IN METAVERSE DIVISION: WSJ|76||META||Metaverse||LAYOFFS||||||||WSJ|||Meta is laying off 1,500 employees from its Metaverse division, as reported by the Wall Street Journal.|1.0|The layoff news indicates a contraction in operations within the Metaverse sector, which is typically viewed negatively. This reflects potential challenges or a shift in strategy for Meta.|
2026-01-14|11:27:23|BEIJING TELLS CHINESE FIRMS TO STOP USING SOFTWARE FROM CROWDSTRIKE   MANDIANT  WIZ  SENTINELONE  RECORDED FUTURE  MCAFEE  CLAROTY  AND RAPID7  BEIJING ALSO TELLS CHINESE FIRMS TO STOP USING SOFTWARE FROM CYBERARK  ORCA SECURITY  CATO NETWORKS AND IMPERVA  TWO SOURCES|77||CrowdStrike,Mandiant,Wiz,SentinelOne,Recorded Future,McAfee,Claroty,Rapid7,CyberArk,Orca Security,Cato Networks,Imperva|||China|software ban|||||||Beijing directive|two sources|||Beijing has instructed Chinese firms to cease using software from multiple cybersecurity companies, including CrowdStrike, Mandiant, and CyberArk, as part of a broader cybersecurity directive.|1.5|The tweet conveys a bearish sentiment due to the government's restriction on specific software, indicating potential operational and financial challenges for the cited companies.|
2026-01-14|11:43:21|GERMANY WILL SEND SOLDIERS TO GREENLAND THIS WEEK|78|||||Germany,Greenland|sending soldiers|||||||military deployment||||Germany is set to deploy soldiers to Greenland this week, marking a significant military engagement in the region.|2.5|The tweet discusses a military deployment, which typically has neutral implications for market sentiment. There's no positive or negative economic information linked to the deployment.|
2026-01-14|12:09:22|DENMARK'S FOREIGN MINISTER: WE DIDN'T MANAGE TO CHANGE THE AMERICAN POSITION ON GREENLAND|79|||DENMARK'S FOREIGN MINISTER||DENMARK,AMERICA||||||||GREENLAND||||The Foreign Minister of Denmark expressed disappointment in failing to alter the U.S. stance regarding Greenland.|2.0|The statement reflects a slightly negative sentiment as it highlights a lack of progress in diplomatic negotiations, indicating potential geopolitical tensions.|
2026-01-14|12:15:22|"""It is clear"" that Donald Trump ""has a desire to conquer Greenland"" (Danish minister)"|80|||Donald Trump||Greenland,Denmark|||desire to conquer|||||desire to conquer Greenland|Danish minister|||Danish minister indicates that Donald Trump has a desire to conquer Greenland, raising geopolitical tensions.|1.0|The statement suggests a confrontational approach towards Greenland, which could be viewed as unilateral and aggressive, hence a bearish sentiment.|
2026-01-14|12:15:23|US GETS FIRST $500M VENEZUELAN OIL DEAL - SEMAFOR|81||||oil|US,Venezuela|oil deal||||oil||||SEMAFOR||$500M|The US has entered its first $500 million deal involving Venezuelan oil, as reported by Semafor.|4.0|The announcement of a significant oil deal suggests positive developments in US-Venezuela relations and potential benefits for the oil market, indicating a bullish sentiment.|
2026-01-14|12:20:22|ITALY URGES ITS CITIZENS TO LEAVE IRAN - FOREIGN MINISTRY STATEMENT|82|||||Italy,Iran|citizens urged to leave|||||||foreign relations|Foreign Ministry|||Italy's Foreign Ministry has issued a statement urging its citizens to leave Iran amid rising tensions in the region.|1.0|The tweet reflects a bearish sentiment due to escalating geopolitical tensions, indicating potential risks for citizens and businesses in the area.|
2026-01-14|12:21:22|POLISH FOREIGN MINISTRY SAYS IT URGES POLISH CITIZENS TO LEAVE IRAN IMMEDIATELY|83|||||Poland,Iran|citizens urged to leave||||||||Polish foreign ministry|||The Polish Foreign Ministry is urging Polish citizens to leave Iran immediately, highlighting potential safety concerns in the region.|1.0|The Urging of citizens to leave indicates a negative sentiment regarding safety in Iran, reflecting a bearish viewpoint on the geopolitical climate.|
2026-01-14|12:39:22|France says will take part in European military mission to Greenland|84||||military,defense|France,Greenland|European military mission|||||||||||France has announced its participation in a European military mission to Greenland, signaling an increasing focus on defense collaboration in the region.|3.0|The announcement reflects a strategic move towards enhanced military cooperation, which is generally viewed as a neutral development rather than a sign of immediate economic or geopolitical instability.|
2026-01-14|12:56:22|GERMAN AUTHORITIES HAVE ISSUED A NEW NOTAM CAUTIONING GERMAN AIRLINES FROM ENTERING IRANIAN AIRSPACE - FLIGHTRADAR24|85||||airlines|Germany,Iran|NOTAM issued||||||||FLIGHTRADAR24|||German authorities have issued a NOTAM warning German airlines against entering Iranian airspace, as reported by FLIGHTRADAR24.|2.0|The tweet reflects a cautionary stance from authorities, indicating potential operational disruptions for airlines. This suggests a slightly bearish sentiment for the airline sector related to routes involving Iran.|
2026-01-14|13:01:22|*TRUMP: HAVE SOME NEWS ON IRAN WE'LL TALK ABOUT|86|||TRUMP||Iran|news|||||||||||Trump has signaled that he will share important news regarding Iran.|3.0|The tweet hints at a potential development regarding Iran, which can influence market sentiment, but lacks specifics to gauge bullish or bearish implications.|
2026-01-14|13:01:23|TRUMP SIGNED EXECUTIVE ACTION ON CRITICAL MINERALS -AIDE|87|||TRUMP|Mining||Executive Action||Executive Action on Critical Minerals||||||AIDE|||President Trump has signed an executive action focusing on critical minerals, as reported by an aide.|4.0|The news of an executive action on critical minerals indicates a proactive stance on mining and resource management, suggesting potential growth and investment in the sector.|
2026-01-14|13:02:23|*OPENAI STRIKES OVER $10B COMPUTING DEAL WITH CEREBRAS: WSJ|88||OPENAI,CEREBRAS||||COMPUTING DEAL||||||||WSJ|||OpenAI has secured a computing deal exceeding $10 billion with Cerebras, as reported by the Wall Street Journal.|4.0|The announcement of a significant deal is likely to be perceived positively, indicating growth potential for OpenAI and a strong partnership with Cerebras.|
2026-01-14|13:03:22|TRUMP: SIGNED ACTION THAT WILL ALLOW US TO TAKE IN 25% ON SALE OF CHIPS|89|||TRUMP|Technology|US|SIGNED ACTION|SALE OF CHIPS|||||||||25%|Trump has signed an action that is expected to allow the US to take in 25% on the sale of chips, potentially impacting the technology sector positively.|4.0|The announcement suggests a proactive measure to boost sales in the technology sector, indicating a bullish outlook on chip sales.|
2026-01-14|13:03:23|TRUMP: HAVE BEEN TOLD KILLING IN IRAN IS STOPPING  NO PLAN FOR EXECUTIONS|90|||TRUMP||Iran|killing,executions|||||||Iran||||Trump announced that the killings in Iran are stopping and there are no plans for executions, indicating a shift in geopolitical conditions.|3.0|The statement reflects a neutral tone regarding the situation in Iran, suggesting a cessation of violence. It does not explicitly convey optimism or pessimism about future developments.|
2026-01-14|13:10:25|BRITISH EMBASSY IN TEHRAN HAS BEEN TEMPORARILY CLOSED - POLITICO|91|||||United Kingdom,Iran|embassy closure||||||||Politico|||The British Embassy in Tehran has been temporarily closed, as reported by Politico, highlighting ongoing geopolitical tensions.|1.0|The closure of an embassy typically indicates heightened tensions and instability in diplomatic relations, leading to a bearish sentiment regarding geopolitical stability.|
2026-01-14|13:12:23|DENMARK FOREIGN MINISTER­:­  WE WILL NEVER ACCEPT THAT THE U.S. TAKES OVER GREENLAND|92|||DENMARK FOREIGN MINISTER||DENMARK,U.S.|U.S. Takes Over Greenland|||||||Greenland||||Denmark's Foreign Minister expressed a firm stance against the United States' perceived intentions to take over Greenland, signaling a strong geopolitical position.|1.0|The statement reflects a negative sentiment towards U.S. intentions regarding Greenland, indicating a refusal to accept such actions. This could lead to heightened tensions between Denmark and the U.S.|
2026-01-14|13:27:23|SPOT SILVER JUMPS OVER 7% TO A RECORD HIGH OF $93.44/OZ|93||||||record high||||silver||||||$93.44/OZ|Spot silver has surged over 7% to reach a record high of $93.44 per ounce, indicating strong market interest.|4.0|The significant jump in silver prices suggests bullish market conditions and increased demand for the commodity.|
2026-01-14|13:37:22|Trump: We have been informed by important sources on other side that killing and executions have stopped in Iran|94|||Trump||Iran|killing,executions|||||||stopping of violence in Iran|important sources|||Trump claims that credible sources have indicated a halt to killings and executions in Iran. This development could signal a significant shift in the country's internal dynamics.|3.0|The tweet expresses a neutral observation about a cessation of violence in Iran, suggesting a pause in negative events. The tone is factual, thus not triggering a strongly positive or negative sentiment.|
2026-01-14|13:38:23|*TRUMP ON GREENLAND: WE HAVE VERY GOOD RELATIONSHIP WITH DENMARK|95|||TRUMP||DENMARK,GREENLAND||||||||||||Trump emphasized the positive relationship between the U.S. and Denmark in a statement regarding Greenland.|4.0|The statement reflects a positive sentiment towards diplomatic relations, indicating a bullish outlook on potential geopolitical stability.|
2026-01-14|13:39:22|TRUMP ON GREENLAND: WE NEED IT|96|||TRUMP||Greenland||||||||||||Trump emphasizes the importance of Greenland, suggesting a strong interest in its acquisition or strategic value.|4.0|The remark indicates a bullish stance on Greenland's potential, reflecting a positive sentiment toward its geopolitical importance.|
2026-01-14|13:48:22|Trump: I can't rely on Denmark over Greenland|97|||Trump||Denmark,Greenland||||||||||||Trump has expressed skepticism regarding Denmark's reliability concerning Greenland, hinting at geopolitical tensions.|2.0|The statement suggests concern and skepticism, indicating a slightly bearish sentiment on international relations. It points to a reliance on diplomacy that might be seen as fragile.|
2026-01-14|13:53:23|'Now there is a calm. We are in full control ' Iran foreign minister tells Fox News|98|||Iran foreign minister||Iran|||||||||Fox News|||The Iranian foreign minister expressed confidence, stating that the country is currently in full control, as reported by Fox News.|4.0|The statement reflects a positive tone and suggests stability, indicating bullish sentiment regarding Iran's current state.|
2026-01-14|14:28:22|*WIDER CHIP IMPORT TARIFFS POSSIBLE IN NEAR FUTURE: WHITE HOUSE|99||||chip manufacturing|USA|import tariffs||import tariffs||||||White House|||The White House has indicated the possibility of broader import tariffs on chip manufacturing in the near future, which could impact the industry significantly.|1.0|The mention of potential import tariffs is likely to create concern among investors, indicating a bearish sentiment towards the chip manufacturing sector.|
2026-01-14|14:31:22|WHITE HOUSE: THE PRESIDENT ALSO IMPOSED A 25% TARIFF ON CERTAIN ADVANCED COMPUTING CHIPS  SUCH AS THE NVIDIA H200 AND AMD MI325X|100|NVDA,AMD|NVIDIA,AMD|President|Technology|USA|tariff imposition|tariff|25% tariff||||||White House|||The President has announced a 25% tariff on certain advanced computing chips, specifically targeting NVIDIA's H200 and AMD's MI325X. This decision aims to regulate technology imports in the USA.|1.5|The imposition of tariffs typically suggests bearish sentiment for affected companies due to increased costs and potential market shifts. NVIDIA and AMD may face challenges in their profit margins as a result.|
2026-01-14|14:35:23|WHITE HOUSE: US CHIP TARIFF WILL NOT APPLY TO CHIPS IMPORTED FOR US TECHNOLOGY SUPPLY|101||||technology,semiconductors|United States|tariff exemption||US chip tariff||||||White House|||The White House has announced that the US chip tariff will not apply to chips imported specifically for the technology supply sector. This decision is likely to support domestic technology operations by easing import costs.|4.0|The exemption of tariffs on technology imports indicates a pro-business stance, which is generally perceived positively by the market, hence the bullish sentiment.|
2026-01-14|17:55:23|*TRUMP WOULD WANT ANY ACTION IN IRAN TO BE SWIFT  DECISIVE: NBC  *TRUMP ADVISERS CAN'T GUARANTEE QUICK IRAN COLLAPSE: NBC|102|||TRUMP|government|Iran|action in Iran|||||||Iran conflict|NBC|||The tweet discusses Trump's desire for a quick and decisive action in Iran, while indicating that his advisers cannot ensure a rapid collapse of Iranian governance, according to NBC.|2.0|The sentiment reflects concerns about the complexities of geopolitical actions and uncertainties in the outcome, leading to a slightly bearish outlook.|
2026-01-14|17:55:23|*TRUMP WOULD WANT ANY ACTION IN IRAN TO BE SWIFT  DECISIVE: NBC  *TRUMP ADVISERS CAN'T GUARANTEE QUICK IRAN COLLAPSE: NBC|0|||TRUMP||Iran||||||||Iran|NBC|||Trump advocates for a swift and decisive action in Iran, but his advisers caution that a quick collapse of the Iranian regime can't be assured, according to NBC.|2.0|The sentiment reflects uncertainty and caution regarding geopolitical actions, leaning slightly bearish due to concerns over the efficacy of potential strategies.|
2026-01-15|05:07:24|TRUMP SAYS HE WILL NOT ATTACK IRAN  President Donald Trump told Iran he does not want war and will not launch an attack  according to Iran’s ambassador to Pakistan. He also asked Tehran not to target U.S. assets.  Trump later eased his tone  saying violence was stopping and that an Iranian protester would not face the death penalty  as regional tensions remained high.|1|||Donald Trump||Iran,Pakistan,United States|war,attack|||||||regional tensions||||President Donald Trump has stated that he does not intend to attack Iran, urging the nation not to target U.S. assets while regional tensions persist.|3.0|The sentiment reflects a neutral stance as Trump emphasizes de-escalation and communication, suggesting a temporary alleviation of heightened tensions but still acknowledging the existing strain.|
2026-01-15|05:28:24|*GOLDMAN SACHS 4Q FICC SALES & TRADING REV $3.11B  EST. $2.95B  *GOLDMAN SACHS BOARD INCREASES DIVIDEND TO $4.50/SHARE FROM $4  *GOLDMAN SACHS 4Q EQUITIES TRADING REV $4.31B  EST. $3.65B|2|GS|Goldman Sachs||Financial Services||earnings report,dividend increase||||||||||revenue,dividend|Goldman Sachs reported higher than expected revenues for FICC and Equities Trading in Q4, with FICC sales reaching $3.11B against an estimate of $2.95B. Additionally, the board has increased the dividend to $4.50 per share from $4.|4.0|The report indicates strong performance exceeding estimates, which is typically viewed positively. The dividend increase also reflects confidence in future earnings, contributing to a bullish sentiment.|
2026-01-15|05:29:24|*MORGAN STANLEY 4Q WEALTH MANAGEMENT REV. $8.43B  EST. $8.34B  *MORGAN STANLEY 4Q EQUITIES TRADING REV $3.67B  EST. $3.55B|3|MS|Morgan Stanley||||4Q Results||||||||||Revenue,Estimate|Morgan Stanley's fourth-quarter wealth management revenue was reported at $8.43 billion, surpassing estimates of $8.34 billion, while equities trading revenue came in at $3.67 billion, above expectations of $3.55 billion.|4.0|The results exceeded market expectations, indicating strong performance and positive sentiment around Morgan Stanley's financial results.|
2026-01-15|06:09:24|"TRUMP: WILL INSTITUTE INSURRECTION ACT IF MINNESOTA OFFICIALS DON'T STOP ""AGITATORS"""|4|||TRUMP||USA|INSURRECTION ACT|||||||||||Former President Trump announced that he will consider invoking the Insurrection Act if Minnesota officials fail to curb activities by certain 'agitators.'|1.0|The mention of the Insurrection Act suggests a high level of tension and conflict, which leans towards a bearish sentiment regarding stability and governance.|
2026-01-15|06:30:24|US FORCES SEIZE SIXTH OIL TANKER: WSJ  U.S. HAS SEIZED VENEZUELA-LINKED TANKER AHEAD OF MACHADO-TRUMP MEETING  TWO U.S. OFFICIALS SAY|5|||Trump,Machado|Oil|United States,Venezuela|oil tanker seizure,meeting||||oil|||U.S.-Venezuela relations|WSJ|||U.S. forces have seized a sixth oil tanker linked to Venezuela as officials prepare for a meeting between Machado and Trump, according to the Wall Street Journal.|1.0|The seizure of the tanker indicates heightened tensions in U.S.-Venezuela relations, suggesting a bearish outlook for Venezuela's oil sector due to increased U.S. enforcement actions.|
2026-01-15|06:32:24|US JOBLESS CLAIMS -9K TO 198K IN JAN-10 WK; SURVEY 215K  US JAN-3 WEEK CONTINUING CLAIMS -19K TO 1 884 000  US JAN-3 WEEK JOBLESS CLAIMS REVISED TO 207K|6|||||US|JOBLESS CLAIMS|JOBLESS CLAIMS,CONTINUING CLAIMS|||||||||9K,198K,215K,19K,1 884 000,207K|The latest US jobless claims data shows a decrease of 9,000 to 198,000, significantly lower than the expected 215,000, while continuing claims also fell by 19,000 to 1,884,000.|4.0|The decrease in jobless claims against expectations indicates a stronger labor market, which is typically viewed positively by investors. This positive economic signal suggests potential strength in market activity.|
2026-01-15|06:34:25|DXY DOLLAR INDEX RISES TO 6-WEEK HIGH OF 99.368|7|DXY|||||||||||||||Dollar Index|The DXY Dollar Index has reached a six-week high of 99.368, indicating a rise in the value of the U.S. dollar.|4.0|The increase in the Dollar Index suggests a strengthening dollar, which is generally viewed positively by investors, indicating bullish sentiment.|
2026-01-15|06:35:24|NASDAQ 100 FUTURES EXTEND PREMARKET GAIN TO 1%|8|NASDAQ 100|||||||||||||||FUTURES,GAIN|NASDAQ 100 futures have risen by 1% in premarket trading, indicating potential bullish sentiment for the index.|4.0|The 1% gain in NASDAQ 100 futures suggests positive market sentiment. Such a rise in futures often reflects investor optimism about upcoming trading sessions.|
2026-01-15|06:35:25|**RUSSIA WARNS AGAINST EXCLUSION FROM THE ARCTIC**  Russia’s Foreign Ministry said NATO’s actions are increasing Arctic tensions  linking them to U.S. efforts to acquire Greenland. Spokeswoman Maria Zakharova warned that ignoring Moscow’s interests in the region will not go unanswered.|9|||Maria Zakharova|Geopolitical|Russia,United States|NATO actions,Arctic tensions|||||||Arctic tensions||||Russia's Foreign Ministry spokesperson Maria Zakharova has warned that NATO's actions related to Arctic tensions, linked to U.S. interests in Greenland, could provoke a response from Moscow.|1.0|The sentiment is bearish due to the warning of increased tensions and potential conflict, reflecting a negative outlook on geopolitical stability in the Arctic region.|
2026-01-15|06:36:24|FED'S GOOLSBEE: I'M NOT SURPRISED BY LOW CLAIMS DATA - CNBC|10||CNBC|Goolsbee|||low claims data|||FED||||||||FED's Goolsbee expressed that he is not surprised by the current low claims data, as reported by CNBC.|3.0|The statement reflects a neutral position regarding the economic data, indicating awareness but not alarm. There's no clear bullish or bearish sentiment implied.|
2026-01-15|06:39:24|FED'S GOOLSBEE: EXPECTS TO SEE FED RATE CUTS THIS YEAR  BUT NEEDS DATA TO AFFIRM OUTLOOK|11|||Goolsbee||USA|FED rate cuts|||FED||||||||FED's Goolsbee anticipates potential rate cuts within the year, contingent on upcoming economic data.|4.0|The outlook presented by Goolsbee suggests a positive shift in monetary policy, indicating optimism about future economic conditions.|
2026-01-15|06:46:24|CME GROUP TO EXPAND CRYPTO DERIVATIVES SUITE WITH LAUNCH OF CARDANO  CHAINLINK AND STELLAR FUTURES  CME GROUP INC - TO LAUNCH CARDANO  CHAINLINK  STELLAR FUTURES FEBRUARY 9|12|CME|CME Group Inc||||launch of futures,expansion of derivatives suite|||||Cardano,Chainlink,Stellar||||||CME Group Inc is set to expand its cryptocurrency derivatives offerings with the launch of futures for Cardano, Chainlink, and Stellar on February 9.|4.0|The announcement indicates growth and expansion in the crypto derivatives market, which is generally seen as a positive development. This move may enhance trading opportunities and interest in these cryptocurrencies.|
2026-01-15|06:51:25|**OIL PRICES FALL AS U.S. DELAYS ACTION ON IRAN**  Oil prices dropped sharply as expectations of U.S. military action against Iran eased  reducing recent geopolitical risk premiums. The pause has lowered immediate fears of supply disruptions  though risks remain. WTI fell 4.3% to $59.36 a barrel  while Brent dropped 4.2% to $63.77.|13|WTI,Brent|||Oil|U.S.,Iran|U.S. military action||||Oil|||U.S.-Iran relations|||4.3%,4.2%,$59.36,$63.77|Oil prices declined sharply as the U.S. postponed military actions against Iran, alleviating some geopolitical tensions and reducing fears of supply disruptions. WTI and Brent crude saw significant price drops of 4.3% and 4.2%, respectively.|3.0|The easing of geopolitical tensions has led to a neutral sentiment in the oil market. While the drop in prices suggests some bearish sentiment, the overall reduction in risk could balance it out.|
2026-01-15|07:00:24|BOSTIC: WE NEED TO STAY RESTRICTIVE BECAUSE INFLATION IS TOO HIGH|14|||Bostic||||inflation|restrictive monetary policy|||||||||Bostic indicates the necessity for maintaining restrictive measures due to elevated inflation levels.|1.0|The tweet conveys a bearish sentiment as it highlights concerns about high inflation and the need for restrictive measures, indicating potential economic challenges.|
2026-01-15|07:02:24|PUTIN: INTERNATIONAL SITUATION DETERIORATING|15|||PUTIN|||INTERNATIONAL SITUATION DETERIORATING|||||||||||Putin has indicated that the international situation is deteriorating, suggesting rising geopolitical tensions.|1.0|The statement implies a negative outlook on global relations, which typically leads to bearish sentiment in markets.|
2026-01-15|07:11:24|**PUTIN WARNS GLOBAL SITUATION IS WORSENING**  President Vladimir Putin said the international situation is deteriorating  stressing that peace requires constant effort and responsibility. He voiced support for Cuba’s sovereignty  reaffirmed Russia’s commitment to global partnerships  and expressed hope of improving ties with South Korea. On Ukraine  Putin said a peaceful solution is needed urgently and that Russia is ready to restore relations with Europe.|16|||Vladimir Putin||Russia,Cuba,South Korea,Ukraine,Europe|global situation worsening|||||||Cuba's sovereignty,Russia's commitment to global partnerships,ties with South Korea,peace solution in Ukraine||||President Vladimir Putin warns of a deteriorating global situation, emphasizing the need for peace and expressing support for various countries including Cuba and South Korea. He acknowledges the urgency for a peaceful resolution in Ukraine and highlights Russia's readiness to restore relations with Europe.|2.5|The sentiment is neutral as the message conveys concerns about global issues while also expressing a willingness for improved relations and peaceful solutions. There is no strong bullish or bearish sentiment reflected, only a call for responsibility and effort in fostering peace.|
2026-01-15|07:22:24|GOLDMAN SACHS LOOKS TO RAISE AT LEAST $12 BILLION IN BOND SALE|17||Goldman Sachs||||bond sale||||||||||$12 billion|Goldman Sachs is planning to raise at least $12 billion through a bond sale.|4.0|The news indicates a strong financial move by Goldman Sachs, suggesting optimism about their capital raising efforts. A bond sale of this magnitude can be seen as a bullish sign for the company's future liquidity and investment potential.|
2026-01-15|07:24:24|**MACRON CALLS FOR EUROPE TO DEVELOP ORESHNIK-LIKE WEAPONS**  French President Emmanuel Macron said Europe  including France  must acquire weapons similar to Russia’s hypersonic Oreshnik missile system. Speaking to military personnel  he acknowledged that France is within the missile’s range and stressed the need for capabilities that can quickly change the strategic balance.|18|||Emmanuel Macron|Defense|France,Russia|call for weapon development|||||||military strategy||||French President Emmanuel Macron emphasized the necessity for Europe, particularly France, to develop weaponry akin to Russia's hypersonic Oreshnik missile system to maintain strategic balance amid security threats.|3.0|The statement indicates a neutral stance on the current geopolitical climate while suggesting a proactive military strategy. It reflects concern over security without implying imminent conflict.|
2026-01-15|07:27:24|TRUMP ADMINISTRATION EXPECTED TO FINALIZE 2026 BIOFUEL BLENDING QUOTAS BY EARLY MARCH  SOURCES SAY|19|||TRUMP ADMINISTRATION|biofuel||finalize 2026 biofuel blending quotas||||||||SOURCES|||The Trump administration is anticipated to finalize biofuel blending quotas for 2026 by early March, according to sources.|4.0|The news suggests proactive government action in the biofuel sector, indicating positive developments for related industries. The expected finalization can boost investor confidence.|
2026-01-15|07:29:24|**TRUMP ADMINISTRATION TO FINALIZE 2026 BIOFUEL QUOTAS BY MARCH**  The Trump administration is expected to finalize 2026 biofuel blending quotas by early March  largely sticking to its initial proposal while dropping a plan to penalize imports of renewable fuels and feedstocks  sources said.  The move would balance demands from biofuel producers and oil refiners by maintaining higher blending targets while avoiding measures that could raise fuel costs. The EPA is considering bio-based diesel volumes of 5.2 to 5.6 billion gallons for 2026  near the originally proposed 5.61 billion gallons. Final approval is expected in the first quarter of 2026.|20|||Trump|biofuels,renewable fuels,oil|USA|2026 biofuel quotas finalization,EPA approval||biofuel blending quotas,import penalties||biofuel,diesel||||||5.2 to 5.6 billion gallons,5.61 billion gallons|The Trump administration is set to finalize the 2026 biofuel blending quotas by early March, largely adhering to its initial proposal while eliminating a plan to penalize imports. This decision aims to appease both biofuel producers and oil refiners without increasing fuel costs.|4.0|The sentiment is bullish as the finalization of blending quotas reflects a balanced approach that could positively impact biofuel producers. Moreover, maintaining high blending targets without imposing penalties suggests strategic support for the industry.|
2026-01-15|07:33:24|VERIZON TO OFFER IMPACTED CUSTOMERS $20 CREDIT OVER OUTAGE  -COMPANY|21||Verizon||||credit offer,service outage|||||||||||Verizon is providing a $20 credit to customers affected by a recent service outage.|4.0|The announcement reflects a proactive approach by Verizon to address customer dissatisfaction, which is generally viewed positively. Offering compensation suggests the company values customer retention and service quality.|
2026-01-15|07:35:25|**MINNESOTA GOVERNOR ACCUSES TRUMP OF ‘ORGANIZED BRUTALITY’**  Minnesota Governor Tim Walz called President Trump’s federal immigration enforcement in the state “a campaign of organized brutality ” saying it has gone beyond immigration and plunged communities into chaos. Walz made the remarks amid ongoing protests and after federal actions including shootings by immigration officers. He urged peaceful protest and documentation of federal operations as tensions grow over possible use of the Insurrection Act to deploy troops in Minneapolis.|22|||Tim Walz,Donald Trump||USA|protests,federal immigration enforcement||Insurrection Act|||||||||Minnesota Governor Tim Walz accused President Trump of orchestrating federal immigration actions that have led to chaos in the community. His comments come amid ongoing protests and concerns over potential military deployment in Minneapolis.|1.0|The tweet conveys a strong accusation against President Trump, suggesting a negative view on federal policies and their impact on communities. The use of terms like 'organized brutality' indicates a bearish sentiment towards the current political climate.|
2026-01-15|07:39:24|RUSSIAN FOREIGN MINISTRY SPOKESWOMAN: NEITHER RUSSIA NOR CHINA HAVE EVER SAID THEY HAVE PLANS TO OCCUPY GREENLAND|23|||RUSSIAN FOREIGN MINISTRY SPOKESWOMAN||RUSSIA,CHINA,GREENLAND||||||||OCCUPY GREENLAND||||The Russian Foreign Ministry spokeswoman clarified that neither Russia nor China has intentions of occupying Greenland, addressing concerns about geopolitical tensions.|3.0|The statement provides reassurance, indicating no immediate threat regarding Greenland's status. This neutral position can promote stability in geopolitical discussions, leading to a balanced sentiment.|
2026-01-15|07:40:24|BLACKROCK CEO LARRY FINK: THERE'S GOOD JUSTIFICATION FOR LOWERING RATES IF YOU BELIEVE THE POWER OF AI- CNBC|24||BLACKROCK|LARRY FINK|||lowering rates||||||||CNBC|||Larry Fink, the CEO of BlackRock, suggests that there is strong justification for lowering interest rates, particularly in the context of AI's growing influence, according to a CNBC report.|4.0|The statement reflects a positive outlook on the potential impact of AI on economic policy, which is generally seen as bullish for market conditions.|
2026-01-15|07:41:24|**PIMCO SHIFTS AWAY FROM U.S. ASSETS AMID TRUMP POLICY UNCERTAINTY**  Pimco CIO Dan Ivascyn said President Trump’s unpredictable policies are prompting the firm to diversify away from U.S. assets over the coming years. He stressed that Federal Reserve independence remains crucial for markets  warning that political pressure on monetary policy could undermine investor confidence.|25||PIMCO|Dan Ivascyn,President Trump||U.S.|policy uncertainty,shift away from U.S. assets||monetary policy|Federal Reserve||||||||PIMCO's CIO Dan Ivascyn announced a strategic shift away from U.S. assets due to uncertainties surrounding President Trump's policies, highlighting the importance of Federal Reserve independence for maintaining market confidence.|1.0|The sentiment is bearish due to concerns about policy uncertainty and political pressure affecting the Federal Reserve, which may lead to diminished investor confidence.|
2026-01-15|07:43:24|US CRUDE FUTURES  FALL BY OVER $3 BARREL ON EASING CONCERNS ABOUT A US INTERVENTION IN IRAN OVER PROTESTS|26|||||US,Iran|intervention,protests|crude futures|||crude oil|||US-Iran relations|||$3,barrel|US crude futures have declined by over $3 a barrel as concerns diminish regarding potential US intervention in Iran related to ongoing protests.|1.5|The significant drop in crude futures indicates bearish sentiment in the oil market, driven by geopolitical easing. The mention of US intervention and protests highlights ongoing instability, contributing to a negative outlook.|
2026-01-15|07:46:24|LARRY FINK: THE US WILL GROW ABOVE TREND OVER THE NEXT FEW YEARS  LARRY FINK: INVESTING IS SAFER TODAY THAN IT WAS A YEAR AGO|27|||LARRY FINK||US||GROWTH|||||||||TREND|Larry Fink believes that the U.S. economy will experience above-trend growth in the coming years and that investing conditions have improved compared to last year.|4.0|The statements reflect optimism about the U.S. economy and investment climate, suggesting a bullish outlook.|
2026-01-15|07:46:25|*SENATOR WYDEN ADDS BANK OF NEW YORK MELLON TO EPSTEIN PROBE|28||Bank of New York Mellon|Senator Wyden,Epstein|||probe|||||||||||Senator Wyden has included Bank of New York Mellon in the ongoing investigation related to Epstein.|2.0|The addition of Bank of New York Mellon to the Epstein probe indicates potential governmental scrutiny, which generally brings concern rather than optimism, leading to a slightly bearish sentiment.|
